# Supplementary Table ST12. Abundance data for all histone proteins and non-histone chromatin proteins with abundance values of more than 0.01% of Histone H4.,,,,,,,
SimChrom-SL,Gene,"Abundance relative to histone H4, %",Number of nucleosomes per protein,"Abundance PaxDb_PA, ppm",Entry,Uniquely localized in nucleus,Details (for Figure 4D)
DNA-binding transcription factors,MGA,0.023,2201.61,2.48,Q8IWI9,,
DNA-binding transcription factors,SIX5,0.022,2246.91,2.43,Q8N196,,
DNA-binding transcription factors,ZFP42,0.022,2284.52,2.39,Q96MM3,,
DNA-binding transcription factors,RUNX2,0.021,2373.91,2.3,Q13950,Yes,
DNA-binding transcription factors,ZNF460,0.021,2373.91,2.3,Q14592,Yes,
DNA-binding transcription factors,DEAF1,0.021,2426.67,2.25,O75398,,
DNA-binding transcription factors,ZBTB3,0.02,2459.46,2.22,Q9H5J0,,
DNA-binding transcription factors,MSX2,0.02,2551.4,2.14,P35548,,
DNA-binding transcription factors,PEG3,0.02,2563.38,2.13,Q9GZU2,,
DNA-binding transcription factors,IRF8,0.019,2587.68,2.11,Q02556,,
DNA-binding transcription factors,KLF2,0.019,2625.0,02.08,Q9Y5W3,Yes,
DNA-binding transcription factors,SIX4,0.019,2689.66,02.03,Q9UIU6,,
DNA-binding transcription factors,TEAD1,0.018,2702.97,02.02,P28347,,
DNA-binding transcription factors,KLF5,0.018,2771.57,1.97,Q13887,Yes,
DNA-binding transcription factors,HOXA10,0.018,2843.75,1.92,P31260,,
DNA-binding transcription factors,TAL1,0.018,2843.75,1.92,P17542,Yes,
DNA-binding transcription factors,POU2F2,0.017,2888.89,1.89,P09086,,
DNA-binding transcription factors,IRX2,0.017,2904.26,1.88,Q9BZI1,Yes,
DNA-binding transcription factors,TBX2,0.017,3000.0,1.82,Q13207,,
DNA-binding transcription factors,TWIST1,0.016,3050.28,1.79,Q15672,,
DNA-binding transcription factors,MEIS2,0.016,3084.75,1.77,O14770,,
DNA-binding transcription factors,BATF,0.016,3120.0,1.75,Q16520,,
DNA-binding transcription factors,EHF,0.015,3289.16,1.66,Q9NZC4,,
DNA-binding transcription factors,SP140,0.015,3289.16,1.66,Q13342,,
DNA-binding transcription factors,HOXC10,0.015,3309.09,1.65,Q9NYD6,,
DNA-binding transcription factors,ZSCAN10,0.015,3349.69,1.63,Q96SZ4,Yes,
DNA-binding transcription factors,RFX7,0.014,3455.7,1.58,Q2KHR2,Yes,
DNA-binding transcription factors,MYCN,0.014,3477.71,1.57,P04198,,
DNA-binding transcription factors,HOXB9,0.014,3545.45,1.54,P17482,,
DNA-binding transcription factors,FOXL2,0.014,3568.63,1.53,P58012,Yes,
DNA-binding transcription factors,NFAT5,0.014,3592.11,1.52,O94916,,
DNA-binding transcription factors,HIC2,0.014,3664.43,1.49,Q96JB3,,
DNA-binding transcription factors,HES1,0.014,3689.19,1.48,Q14469,,
DNA-binding transcription factors,PAX5,0.014,3689.19,1.48,Q02548,Yes,
DNA-binding transcription factors,IRF7,0.013,3765.52,1.45,Q92985,,
DNA-binding transcription factors,GLI3,0.013,3765.52,1.45,P10071,,
DNA-binding transcription factors,NOTCH1,0.013,3845.07,1.42,P46531,,
DNA-binding transcription factors,SPDEF,0.012,4105.26,1.33,O95238,,
DNA-binding transcription factors,FOXC2,0.012,4232.56,1.29,Q99958,Yes,
DNA-binding transcription factors,BHLHE41,0.012,4299.21,1.27,Q9C0J9,,
DNA-binding transcription factors,HMX3,0.012,4333.33,1.26,A6NHT5,,
DNA-binding transcription factors,POU2F3,0.012,4333.33,1.26,Q9UKI9,,
DNA-binding transcription factors,TEAD2,0.011,4475.41,1.22,Q15562,,
DNA-binding transcription factors,LYL1,0.011,4550.0,1.2,P12980,Yes,
DNA-binding transcription factors,ELF4,0.011,4666.67,1.17,Q99607,Yes,
DNA-binding transcription factors,ZBTB20,0.011,4706.9,1.16,Q9HC78,Yes,
DNA-binding transcription factors,MYBL2,0.01,4831.86,1.13,P10244,,
DNA-binding transcription factors,KLF12,0.01,4875.0,1.12,Q9Y4X4,,
DNA-binding transcription factors,MEOX2,0.01,5009.17,01.09,P50222,,
DNA-binding transcription factors,TFCP2L1,0.009,5460.0,1.0,Q9NZI6,Yes,
DNA-binding transcription factors,PITX1,0.009,5481.93,0.996,P78337,,
DNA-binding transcription factors,ZBTB42,0.009,5571.43,0.98,B2RXF5,,
DNA-binding transcription factors,LMX1B,0.009,5594.26,0.976,O60663,Yes,
DNA-binding transcription factors,PRRX2,0.009,5675.68,0.962,Q99811,Yes,
DNA-binding transcription factors,ZNF711,0.008,5896.33,0.926,Q9Y462,Yes,
DNA-binding transcription factors,POU5F1B,0.008,6033.15,0.905,Q06416,Yes,
DNA-binding transcription factors,SALL3,0.008,6254.3,0.873,Q9BXA9,,
DNA-binding transcription factors,NKX2-5,0.008,6290.32,0.868,P52952,,
DNA-binding transcription factors,EOMES,0.008,6326.77,0.863,O95936,,
DNA-binding transcription factors,ZFHX3,0.008,6348.84,0.86,Q15911,,
DNA-binding transcription factors,FOSL1,0.008,6554.62,0.833,P15407,Yes,
DNA-binding transcription factors,ZNF8,0.008,6570.4,0.831,P17098,Yes,
DNA-binding transcription factors,GTF2IRD1,0.007,6749.07,0.809,Q9UHL9,,
DNA-binding transcription factors,TBX1,0.007,6765.8,0.807,O43435,,
DNA-binding transcription factors,SP6,0.007,6964.29,0.784,Q3SY56,,
DNA-binding transcription factors,TGIF2LX,0.007,7017.99,0.778,Q8IUE1,Yes,
DNA-binding transcription factors,INSM1,0.007,7510.32,0.727,Q01101,,
DNA-binding transcription factors,DLX2,0.007,7647.06,0.714,Q07687,Yes,
DNA-binding transcription factors,TBX21,0.006,7722.77,0.707,Q9UL17,,
DNA-binding transcription factors,PROX1,0.006,7924.53,0.689,Q92786,,
DNA-binding transcription factors,ERG,0.006,7936.05,0.688,P11308,,
DNA-binding transcription factors,HOXC9,0.006,8041.24,0.679,P31274,,
DNA-binding transcription factors,PAX9,0.006,8272.73,0.66,P55771,,
DNA-binding transcription factors,ZBTB9,0.006,8348.62,0.654,Q96C00,,
DNA-binding transcription factors,E2F2,0.006,8465.12,0.645,Q14209,,
DNA-binding transcription factors,HOXC4,0.006,8598.43,0.635,P09017,,
DNA-binding transcription factors,OTX1,0.006,8611.99,0.634,P32242,Yes,
DNA-binding transcription factors,HIVEP3,0.006,8666.67,0.63,Q5T1R4,,
DNA-binding transcription factors,E2F8,0.006,8849.27,0.617,A0AVK6,Yes,
DNA-binding transcription factors,PAX8,0.006,8980.26,0.608,Q06710,,
DNA-binding transcription factors,ZNF483,0.006,9039.74,0.604,Q8TF39,Yes,
DNA-binding transcription factors,TEAD4,0.005,9349.32,0.584,Q15561,,
DNA-binding transcription factors,BHLHA15,0.005,9349.32,0.584,Q7RTS1,,
DNA-binding transcription factors,HOXA5,0.005,9512.2,0.574,P20719,,
DNA-binding transcription factors,MSX1,0.005,9837.84,0.555,P28360,,
DNA-binding transcription factors,SIX1,0.005,9837.84,0.555,Q15475,Yes,
DNA-binding transcription factors,OVOL2,0.005,10092.42,0.541,Q9BRP0,,
DNA-binding transcription factors,PURG,0.005,10186.57,0.536,Q9UJV8,,
DNA-binding transcription factors,IRX1,0.005,10263.16,0.532,P78414,,
DNA-binding transcription factors,ZNF628,0.005,10282.49,0.531,Q5EBL2,Yes,
DNA-binding transcription factors,ARNT2,0.005,10664.06,0.512,Q9HBZ2,Yes,
DNA-binding transcription factors,SAMD11,0.005,10748.03,0.508,Q96NU1,,
DNA-binding transcription factors,SIX3,0.005,10811.88,0.505,O95343,Yes,
DNA-binding transcription factors,HOXD8,0.005,11008.06,0.496,P13378,,
DNA-binding transcription factors,SOX6,0.005,11052.63,0.494,P35712,,
DNA-binding transcription factors,NKX2-4,0.004,11120.16,0.491,Q9H2Z4,Yes,
DNA-binding transcription factors,OTX2,0.004,11142.86,0.49,P32243,,
DNA-binding transcription factors,CREB5,0.004,11142.86,0.49,Q02930,,
DNA-binding transcription factors,HOXB6,0.004,11470.59,0.476,P17509,,
DNA-binding transcription factors,POU3F2,0.004,11470.59,0.476,P20265,,
DNA-binding transcription factors,ZNF423,0.004,12000.0,0.455,Q2M1K9,Yes,
DNA-binding transcription factors,BATF3,0.004,12000.0,0.455,Q9NR55,Yes,
DNA-binding transcription factors,CUX2,0.004,12242.15,0.446,O14529,,
DNA-binding transcription factors,SIX6,0.004,12269.66,0.445,O95475,Yes,
DNA-binding transcription factors,ZFP3,0.004,12409.09,0.44,Q96NJ6,,
DNA-binding transcription factors,MLXIPL,0.004,12727.27,0.429,Q9NP71,,
DNA-binding transcription factors,PAX6,0.004,13062.2,0.418,P26367,Yes,
DNA-binding transcription factors,E2F1,0.004,13415.23,0.407,Q01094,,
DNA-binding transcription factors,ETV4,0.004,13448.28,0.406,P43268,Yes,
DNA-binding transcription factors,ISL2,0.004,13514.85,0.404,Q96A47,,
DNA-binding transcription factors,MAFB,0.004,13582.09,0.402,Q9Y5Q3,,
DNA-binding transcription factors,MYB,0.004,13753.15,0.397,P10242,,
DNA-binding transcription factors,ZNF771,0.004,13893.13,0.393,Q7L3S4,Yes,
DNA-binding transcription factors,GLI2,0.004,13893.13,0.393,P10070,,
DNA-binding transcription factors,FOXD2,0.004,14145.08,0.386,O60548,,
DNA-binding transcription factors,RHOXF2,0.004,14145.08,0.386,Q9BQY4,,
DNA-binding transcription factors,CTCFL,0.003,14677.42,0.372,Q8NI51,,
DNA-binding transcription factors,RBPJL,0.003,14716.98,0.371,Q9UBG7,,
DNA-binding transcription factors,E2F5,0.003,15041.32,0.363,Q15329,,
DNA-binding transcription factors,NTN1,0.003,15294.12,0.357,O95631,,
DNA-binding transcription factors,DDN,0.003,15294.12,0.357,O94850,,
DNA-binding transcription factors,EBF3,0.003,15337.08,0.356,Q9H4W6,,
DNA-binding transcription factors,OSR1,0.003,15423.73,0.354,Q8TAX0,,
DNA-binding transcription factors,FOXD3,0.003,15600.0,0.35,Q9UJU5,,
DNA-binding transcription factors,ZIC5,0.003,15964.91,0.342,Q96T25,,
DNA-binding transcription factors,IRX3,0.003,16153.85,0.338,P78415,,
DNA-binding transcription factors,CRX,0.003,16396.4,0.333,O43186,,
DNA-binding transcription factors,SALL1,0.003,16495.47,0.331,Q9NSC2,,
DNA-binding transcription factors,ZNF597,0.003,16545.45,0.33,Q96LX8,Yes,
DNA-binding transcription factors,TFEC,0.003,17009.35,0.321,O14948,Yes,
DNA-binding transcription factors,FOXO6,0.003,17169.81,0.318,A8MYZ6,,
DNA-binding transcription factors,DMRTC2,0.003,17500.0,0.312,Q8IXT2,,
DNA-binding transcription factors,HES7,0.003,17612.9,0.31,Q9BYE0,Yes,
DNA-binding transcription factors,HHEX,0.003,17901.64,0.305,Q03014,Yes,
DNA-binding transcription factors,FOXQ1,0.003,18383.84,0.297,Q9C009,Yes,
DNA-binding transcription factors,PKNOX2,0.003,18698.63,0.292,Q96KN3,,
DNA-binding transcription factors,ZIC2,0.003,18827.59,0.29,O95409,,
DNA-binding transcription factors,E2F7,0.003,19090.91,0.286,Q96AV8,Yes,
DNA-binding transcription factors,DMRT1,0.003,19430.6,0.281,Q9Y5R6,,
DNA-binding transcription factors,EN1,0.003,19782.61,0.276,Q05925,,
DNA-binding transcription factors,ARX,0.002,20681.82,0.264,Q96QS3,,
DNA-binding transcription factors,PHOX2B,0.002,21245.14,0.257,Q99453,Yes,
DNA-binding transcription factors,ZBTB34,0.002,21496.06,0.254,Q8NCN2,Yes,
DNA-binding transcription factors,POU3F3,0.002,22195.12,0.246,P20264,Yes,
DNA-binding transcription factors,ZNF239,0.002,22195.12,0.246,Q16600,Yes,
DNA-binding transcription factors,EMX2,0.002,22655.6,0.241,Q04743,Yes,
DNA-binding transcription factors,SIX2,0.002,23636.36,0.231,Q9NPC8,Yes,
DNA-binding transcription factors,ZBED6,0.002,24375.0,0.224,P86452,,
DNA-binding transcription factors,MYRF,0.002,24594.59,0.222,Q9Y2G1,,
DNA-binding transcription factors,NANOG,0.002,24705.88,0.221,Q9H9S0,Yes,
DNA-binding transcription factors,ZNF14,0.002,25633.8,0.213,P17017,,
DNA-binding transcription factors,HOXB7,0.002,26124.4,0.209,P09629,,
DNA-binding transcription factors,MNX1,0.002,26504.85,0.206,P50219,,
DNA-binding transcription factors,MEF2B,0.002,27029.7,0.2019999999999999,Q02080,,
DNA-binding transcription factors,VAX2,0.002,27437.19,0.199,Q9UIW0,Yes,
DNA-binding transcription factors,TSHZ2,0.002,28290.16,0.193,Q9NRE2,,
DNA-binding transcription factors,SP8,0.002,29354.84,0.186,Q8IXZ3,Yes,
DNA-binding transcription factors,HOXD11,0.002,29673.91,0.184,P31277,,
DNA-binding transcription factors,FOXP2,0.002,30000.0,0.182,O15409,Yes,
DNA-binding transcription factors,NFE2L3,0.002,30000.0,0.182,Q9Y4A8,,
DNA-binding transcription factors,SNAI2,0.002,30000.0,0.182,O43623,Yes,
DNA-binding transcription factors,BACH2,0.002,31560.69,0.173,Q9BYV9,,
DNA-binding transcription factors,RFX2,0.002,31744.19,0.172,P48378,,
DNA-binding transcription factors,GLIS2,0.002,31929.82,0.171,Q9BZE0,,
DNA-binding transcription factors,TEF,0.002,32307.69,0.169,Q10587,,
DNA-binding transcription factors,PAX2,0.002,32307.69,0.169,Q02962,,
DNA-binding transcription factors,POU3F4,0.002,32694.61,0.167,P49335,,
DNA-binding transcription factors,PBX4,0.002,33090.91,0.165,Q9BYU1,,
DNA-binding transcription factors,DACH2,0.002,33292.68,0.164,Q96NX9,Yes,
DNA-binding transcription factors,NKX2-1,0.001,33703.7,0.162,P43699,,
DNA-binding transcription factors,MEIS3,0.001,35225.81,0.155,Q99687,Yes,
DNA-binding transcription factors,ISL1,0.001,35686.27,0.153,P61371,,
DNA-binding transcription factors,LMX1A,0.001,36400.0,0.15,Q8TE12,,
DNA-binding transcription factors,EBF2,0.001,36400.0,0.15,Q9HAK2,Yes,
DNA-binding transcription factors,NOBOX,0.001,36644.3,0.149,O60393,,
DNA-binding transcription factors,ZNF367,0.001,36891.89,0.148,Q7RTV3,Yes,
DNA-binding transcription factors,SHOX2,0.001,38181.82,0.143,O60902,,
DNA-binding transcription factors,ZBTB12,0.001,38723.4,0.141,Q9Y330,Yes,
DNA-binding transcription factors,HOXC13,0.001,38723.4,0.141,P31276,,
DNA-binding transcription factors,ZNF543,0.001,39280.58,0.139,Q08ER8,Yes,
DNA-binding transcription factors,HOXD9,0.001,39854.01,0.137,P28356,,
DNA-binding transcription factors,ASCL2,0.001,39854.01,0.137,Q99929,,
DNA-binding transcription factors,PITX2,0.001,40444.44,0.135,Q99697,,
DNA-binding transcription factors,ZNF845,0.001,40746.27,0.134,Q96IR2,,
DNA-binding transcription factors,ZNF852,0.001,41363.64,0.132,Q6ZMS4,,
DNA-binding transcription factors,HNF1B,0.001,41363.64,0.132,P35680,,
DNA-binding transcription factors,TP63,0.001,41363.64,0.132,Q9H3D4,Yes,
DNA-binding transcription factors,ZGLP1,0.001,41363.64,0.132,P0C6A0,,
DNA-binding transcription factors,IRX6,0.001,41679.39,0.131,P78412,,
DNA-binding transcription factors,SKOR1,0.001,42000.0,0.13,P84550,,
DNA-binding transcription factors,NEUROD2,0.001,42000.0,0.13,Q15784,,
DNA-binding transcription factors,FEV,0.001,42325.58,0.129,Q99581,Yes,
DNA-binding transcription factors,DLX6,0.001,43333.33,0.126,P56179,Yes,
DNA-binding transcription factors,VSX2,0.001,43333.33,0.126,P58304,,
DNA-binding transcription factors,NOTCH4,0.001,44390.24,0.123,Q99466,,
DNA-binding transcription factors,FOXS1,0.001,44390.24,0.123,O43638,,
DNA-binding transcription factors,ZNF35,0.001,45123.97,0.121,P13682,Yes,
DNA-binding transcription factors,ZNF557,0.001,45123.97,0.121,Q8N988,,
DNA-binding transcription factors,IRX4,0.001,46666.67,0.117,P78413,,
DNA-binding transcription factors,PHOX2A,0.001,48318.58,0.113,O14813,Yes,
DNA-binding transcription factors,ALX1,0.001,48318.58,0.113,Q15699,Yes,
DNA-binding transcription factors,HNF1A,0.001,48750.0,0.112,P20823,Yes,
DNA-binding transcription factors,MYBL1,0.001,49189.19,0.111,P10243,Yes,
DNA-binding transcription factors,FOXF1,0.001,49636.36,0.11,Q12946,Yes,
DNA-binding transcription factors,PDX1,0.001,49636.36,0.11,P52945,,
DNA-binding transcription factors,ZSCAN20,0.001,49636.36,0.11,P17040,Yes,
DNA-binding transcription factors,ZNF813,0.001,50091.74,0.109,Q6ZN06,,
DNA-binding transcription factors,ZNF286B,0.001,50555.56,0.108,P0CG31,,
DNA-binding transcription factors,FEZF2,0.001,51509.43,0.106,Q8TBJ5,,
DNA-binding transcription factors,HOXC12,0.001,51509.43,0.106,P31275,,
DNA-binding transcription factors,MEOX1,0.001,51509.43,0.106,P50221,,
DNA-binding transcription factors,PAX3,0.001,51509.43,0.106,P23760,Yes,
DNA-binding transcription factors,LHX1,0.001,52000.0,0.105,P48742,,
DNA-binding transcription factors,ZFAT,0.001,52500.0,0.104,Q9P243,,
DNA-binding transcription factors,DMRTB1,0.001,52500.0,0.104,Q96MA1,,
DNA-binding transcription factors,FOXM1,0.001,53009.71,0.103,Q08050,,
DNA-binding transcription factors,POU3F1,0.001,54600.0,0.1,Q03052,Yes,
DNA-binding transcription factors,FOXG1,0.001,54600.0,0.1,P55316,,
DNA-binding transcription factors,GFI1,0.001,55151.52,0.099,Q99684,,
DNA-binding transcription factors,TFAP2D,0.001,55151.52,0.099,Q7Z6R9,,
DNA-binding transcription factors,HEY1,0.001,55151.52,0.099,Q9Y5J3,,
DNA-binding transcription factors,EBF4,0.001,55714.29,0.098,Q9BQW3,,
DNA-binding transcription factors,LHX5,0.001,56288.66,0.097,Q9H2C1,,
DNA-binding transcription factors,HOXB8,0.001,56288.66,0.097,P17481,,
DNA-binding transcription factors,ZBTB8A,0.001,56875.0,0.096,Q96BR9,,
DNA-binding transcription factors,ZNF620,0.001,57473.68,0.095,Q6ZNG0,,
DNA-binding transcription factors,KLF1,0.001,59347.83,0.092,Q13351,Yes,
DNA-binding transcription factors,CEBPE,0.001,60000.0,0.091,Q15744,Yes,
DNA-binding transcription factors,ZNF280B,0.001,60000.0,0.091,Q86YH2,Yes,
DNA-binding transcription factors,BARX2,0.001,60000.0,0.091,Q9UMQ3,,
DNA-binding transcription factors,SOX30,0.001,60666.67,0.09,O94993,,
DNA-binding transcription factors,OSR2,0.001,60666.67,0.09,Q8N2R0,,
DNA-binding transcription factors,FOXF2,0.001,61348.31,0.089,Q12947,Yes,
DNA-binding transcription factors,FOXI1,0.001,64235.29,0.085,Q12951,,
DNA-binding transcription factors,ZNF93,0.001,64235.29,0.085,P35789,,
DNA-binding transcription factors,SP9,0.001,65000.0,0.084,P0CG40,,
DNA-binding transcription factors,LHX2,0.001,66585.37,0.082,P50458,Yes,
DNA-binding transcription factors,SAMD7,0.001,66585.37,0.082,Q7Z3H4,,
DNA-binding transcription factors,TP73,0.001,68250.0,0.08,O15350,,
DNA-binding transcription factors,EGR2,0.001,68250.0,0.08,P11161,Yes,
DNA-binding transcription factors,PITX3,0.001,68250.0,0.08,O75364,,
DNA-binding transcription factors,NKX2-3,0.001,69113.92,0.079,Q8TAU0,,
DNA-binding transcription factors,HOXA13,0.001,70000.0,0.078,P31271,,
DNA-binding transcription factors,HOXD13,0.001,71842.11,0.076,P35453,Yes,
DNA-binding transcription factors,NKX2-2,0.001,73783.78,0.074,O95096,,
DNA-binding transcription factors,HSF4,0.001,73783.78,0.074,Q9ULV5,Yes,
DNA-binding transcription factors,TBR1,0.001,74794.52,0.073,Q16650,,
DNA-binding transcription factors,ZNF273,0.001,76901.41,0.071,Q14593,Yes,
DNA-binding transcription factors,ZNF90,0.001,76901.41,0.071,Q03938,,
DNA-binding transcription factors,ZSCAN22,0.001,79130.43,0.069,P10073,,
DNA-binding transcription factors,DLX1,0.001,81492.54,0.067,P56177,Yes,
DNA-binding transcription factors,HOXC8,0.001,82727.27,0.066,P31273,,
DNA-binding transcription factors,ZFHX4,0.001,84000.0,0.065,Q86UP3,Yes,
DNA-binding transcription factors,HOXA11,0.001,85312.5,0.064,P31270,,
DNA-binding transcription factors,ETV3L,0.001,91000.0,0.06,Q6ZN32,,
DNA-binding transcription factors,TBX20,0.001,91000.0,0.06,Q9UMR3,Yes,
DNA-binding transcription factors,DMRT3,0.001,92542.37,0.059,Q9NQL9,,
DNA-binding transcription factors,ZBTB37,0.001,95789.47,0.057,Q5TC79,,
DNA-binding transcription factors,ZNF625,0.001,99272.73,0.055,Q96I27,,
DNA-binding transcription factors,GRHL3,0.0,101111.11,0.054,Q8TE85,Yes,
DNA-binding transcription factors,ARNTL2,0.0,105000.0,0.052,Q8WYA1,Yes,
DNA-binding transcription factors,ZNF519,0.0,105000.0,0.052,Q8TB69,Yes,
DNA-binding transcription factors,ZNF732,0.0,107058.82,0.051,B4DXR9,,
DNA-binding transcription factors,ANHX,0.0,107058.82,0.051,E9PGG2,,
DNA-binding transcription factors,HOXA9,0.0,109200.0,0.05,P31269,,
DNA-binding transcription factors,INSM2,0.0,109200.0,0.05,Q96T92,,
DNA-binding transcription factors,HOXB5,0.0,111428.57,0.049,P09067,,
DNA-binding transcription factors,TCF21,0.0,113750.0,0.048,O43680,,
DNA-binding transcription factors,ZFP82,0.0,113750.0,0.048,Q8N141,,
DNA-binding transcription factors,NKX1-2,0.0,116170.21,0.047,Q9UD57,,
DNA-binding transcription factors,GLI1,0.0,116170.21,0.047,P08151,,
DNA-binding transcription factors,ZNF705B,0.0,118695.65,0.046,P0CI00,,
DNA-binding transcription factors,ZNF623,0.0,118695.65,0.046,O75123,Yes,
DNA-binding transcription factors,ZNF705D,0.0,118695.65,0.046,P0CH99,,
DNA-binding transcription factors,ZNF92,0.0,118695.65,0.046,Q03936,Yes,
DNA-binding transcription factors,MYT1,0.0,121333.33,0.045,Q01538,,
DNA-binding transcription factors,RHOXF2B,0.0,124090.91,0.044,P0C7M4,,
DNA-binding transcription factors,OVOL1,0.0,124090.91,0.044,O14753,Yes,
DNA-binding transcription factors,ZNF705A,0.0,124090.91,0.044,Q6ZN79,,
DNA-binding transcription factors,ZNF486,0.0,126976.74,0.043,Q96H40,,
DNA-binding transcription factors,ALX4,0.0,126976.74,0.043,Q9H161,Yes,
DNA-binding transcription factors,FOXJ1,0.0,126976.74,0.043,Q92949,,
DNA-binding transcription factors,HOXA7,0.0,126976.74,0.043,P31268,,
DNA-binding transcription factors,NTN3,0.0,126976.74,0.043,O00634,,
DNA-binding transcription factors,ZNF718,0.0,133170.73,0.041,Q3SXZ3,,
DNA-binding transcription factors,ZNF20,0.0,136500.0,0.04,P17024,Yes,
DNA-binding transcription factors,EN2,0.0,140000.0,0.039,P19622,,
DNA-binding transcription factors,RAX,0.0,143684.21,0.038,Q9Y2V3,,
DNA-binding transcription factors,ZBTB7C,0.0,143684.21,0.038,A1YPR0,,
DNA-binding transcription factors,ZNF341,0.0,147567.57,0.037,Q9BYN7,,
DNA-binding transcription factors,ISX,0.0,147567.57,0.037,Q2M1V0,Yes,
DNA-binding transcription factors,FOXP3,0.0,151666.67,0.036,Q9BZS1,,
DNA-binding transcription factors,HOXC6,0.0,156000.0,0.035,P09630,,
DNA-binding transcription factors,GLIS3,0.0,160588.24,0.034,Q8NEA6,,
DNA-binding transcription factors,ZNF792,0.0,160588.24,0.034,Q3KQV3,Yes,
DNA-binding transcription factors,ZNF534,0.0,160588.24,0.034,Q76KX8,,
DNA-binding transcription factors,ZSCAN5B,0.0,165454.55,0.033,A6NJL1,,
DNA-binding transcription factors,ZNF124,0.0,165454.55,0.033,Q15973,Yes,
DNA-binding transcription factors,ZFHX2,0.0,165454.55,0.033,Q9C0A1,Yes,
DNA-binding transcription factors,ZNF610,0.0,165454.55,0.033,Q8N9Z0,Yes,
DNA-binding transcription factors,ZSCAN12,0.0,165454.55,0.033,O43309,,
DNA-binding transcription factors,ZIC3,0.0,170625.0,0.032,O60481,,
DNA-binding transcription factors,RAX2,0.0,176129.03,0.031,Q96IS3,,
DNA-binding transcription factors,PLAG1,0.0,182000.0,0.03,Q6DJT9,,
DNA-binding transcription factors,ZNF114,0.0,182000.0,0.03,Q8NC26,,
DNA-binding transcription factors,ZNF808,0.0,182000.0,0.03,Q8N4W9,,
DNA-binding transcription factors,ZNF853,0.0,182000.0,0.03,P0CG23,,
DNA-binding transcription factors,HOXD10,0.0,188275.86,0.029,P28358,,
DNA-binding transcription factors,SHOX,0.0,195000.0,0.028,O15266,,
DNA-binding transcription factors,ZNF724,0.0,195000.0,0.028,A8MTY0,,
DNA-binding transcription factors,CDX4,0.0,195000.0,0.028,O14627,,
DNA-binding transcription factors,EGR3,0.0,195000.0,0.028,Q06889,,
DNA-binding transcription factors,NHLH2,0.0,202222.22,0.027,Q02577,Yes,
DNA-binding transcription factors,SIM2,0.0,202222.22,0.027,Q14190,Yes,
DNA-binding transcription factors,ZNF697,0.0,210000.0,0.026,Q5TEC3,Yes,
DNA-binding transcription factors,FOXN4,0.0,218400.0,0.025,Q96NZ1,,
DNA-binding transcription factors,ZNF624,0.0,218400.0,0.025,Q9P2J8,,
DNA-binding transcription factors,ZNF670,0.0,218400.0,0.025,Q9BS34,,
DNA-binding transcription factors,ZFP37,0.0,218400.0,0.025,Q9Y6Q3,,
DNA-binding transcription factors,ZFP69B,0.0,227500.0,0.024,Q9UJL9,,
DNA-binding transcription factors,ZNF575,0.0,227500.0,0.024,Q86XF7,,
DNA-binding transcription factors,ZBTB16,0.0,237391.3,0.023,Q05516,,
DNA-binding transcription factors,NRL,0.0,248181.82,0.022,P54845,,
DNA-binding transcription factors,ATOH1,0.0,248181.82,0.022,Q92858,,
DNA-binding transcription factors,ZNF470,0.0,248181.82,0.022,Q6ECI4,Yes,
DNA-binding transcription factors,ZNF26,0.0,260000.0,0.021,P17031,,
DNA-binding transcription factors,ZNF750,0.0,260000.0,0.021,Q32MQ0,,
DNA-binding transcription factors,TBX18,0.0,260000.0,0.021,O95935,Yes,
DNA-binding transcription factors,TBX15,0.0,260000.0,0.021,Q96SF7,,
DNA-binding transcription factors,CREB3L1,0.0,260000.0,0.021,Q96BA8,,
DNA-binding transcription factors,ZNF709,0.0,260000.0,0.021,Q8N972,Yes,
DNA-binding transcription factors,KLF8,0.0,260000.0,0.021,O95600,Yes,
DNA-binding transcription factors,ZNF749,0.0,273000.0,0.02,O43361,Yes,
DNA-binding transcription factors,NPAS2,0.0,273000.0,0.02,Q99743,Yes,
DNA-binding transcription factors,TBX5,0.0,273000.0,0.02,Q99593,,
DNA-binding transcription factors,ZKSCAN2,0.0,273000.0,0.02,Q63HK3,,
DNA-binding transcription factors,ASCL4,0.0,287368.42,0.019,Q6XD76,,
DNA-binding transcription factors,ZFP2,0.0,287368.42,0.019,Q6ZN57,,
DNA-binding transcription factors,ZNF66,0.0,287368.42,0.019,Q6ZN08,,
DNA-binding transcription factors,ZNF878,0.0,287368.42,0.019,C9JN71,Yes,
DNA-binding transcription factors,ZNF85,0.0,287368.42,0.019,Q03923,Yes,
DNA-binding transcription factors,HOXC11,0.0,303333.33,0.018,O43248,,
DNA-binding transcription factors,ZNF630,0.0,303333.33,0.018,Q2M218,,
DNA-binding transcription factors,ZNF287,0.0,303333.33,0.018,Q9HBT7,,
DNA-binding transcription factors,VSX1,0.0,321176.47,0.017,Q9NZR4,Yes,
DNA-binding transcription factors,HLX,0.0,321176.47,0.017,Q14774,,
DNA-binding transcription factors,ZNF714,0.0,321176.47,0.017,Q96N38,,
DNA-binding transcription factors,ZNF716,0.0,321176.47,0.017,A6NP11,,
DNA-binding transcription factors,ZNF154,0.0,341250.0,0.016,Q13106,Yes,
DNA-binding transcription factors,ZNF573,0.0,341250.0,0.016,Q86YE8,,
